time,overall,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location,one_reliability
4/9/2020 23:45,6.1,2,2,1,0,7,0,1,0.566452474
4/9/2020 23:45,3.1,2,9,5,8,10,0,9,0.415769185
4/9/2020 23:45,3.1,7,2,7,0,6,0,10,0.355775509
4/9/2020 23:45,5.4,7,1,4,0,9,0,15,0.402380028
4/9/2020 23:45,4.6,7,4.5,5,5,4.5,0,16,0.549891021
4/9/2020 23:50,6.2,9,6,3,0,7,0,4,0.463492259
4/9/2020 23:50,4.4,9,3,10,4,8,0,6,0.556765794
4/9/2020 23:50,2.4,7,6,2,3.5,7,0,9,0.414319299
4/9/2020 23:50,3.1,1,2,8,8,10,0,11,0.485004156
4/9/2020 23:50,3,6,1,5,0,3,0,12,0.317643931
4/9/2020 23:50,7.7,3.5,9,3,0,5,0,15,0.40403659
4/9/2020 23:50,3.9,7,5,6,4,4,0,16,0.549891021
4/9/2020 23:50,3,6.5,0.5,2,0,6.5,1,18,0.348536963
4/9/2020 23:55,4.8,3.5,2.5,0,8,4,0,1,0.566452474
4/9/2020 23:55,4.8,1,6,10,0,5,0,2,0.342312891
4/9/2020 23:55,5.2,6,7,8,5,4.5,0.5,9,0.414319299
4/9/2020 23:55,7.4,2,5,4.5,0,3,4,12,0.317643931
4/9/2020 23:55,3,0,10,9,0,10,0,15,0.403925186
4/9/2020 23:55,5.5,7,4,6,5,6,0,16,0.549891021
4/9/2020 23:55,6.6,5,10,8,0,5,0,17,0.277035256
4/9/2020 23:55,6.5,8,6,2,1,9,0,18,0.348536963
4/10/2020 0:00,9.1,3,3,2,10,7,0,1,0.566452474
4/10/2020 0:00,1.6,5,2,4,1,3,0,5,0.500749116
4/10/2020 0:00,2,9,4,5.5,3,3.5,0.5,6,0.556765794
4/10/2020 0:00,2.4,9,4,7,5,7,1,9,0.414319299
4/10/2020 0:05,2.4,5.5,4.5,0.5,0,3.5,0,2,0.342012084
4/10/2020 0:05,4,10,1,5,5,10,0,9,0.414319299
4/10/2020 0:05,3.3,8,6,1,0,0,0,15,0.403925186
4/10/2020 0:05,7.4,7,4,5,4,4,0,16,0.549891021
4/10/2020 0:05,4.3,4,3,6,0,4,2,17,0.277035256
4/10/2020 0:05,7.7,3.5,7,9,0,9,0,18,0.348536963
4/10/2020 0:10,0.1,3,6,10,0,8,0,2,0.342012084
4/10/2020 0:10,3.9,10,10,5,5,0,0,5,0.500749116
4/10/2020 0:10,5.4,3.5,3,9.5,9.5,1.5,0,6,0.556765794
4/10/2020 0:10,3.4,1,7,1,0,3,0,9,0.414319299
4/10/2020 0:10,1.6,1,3,9,10,3,0,11,0.485004156
4/10/2020 0:10,4.1,3,5,3,0,2,4,12,0.317643931
4/10/2020 0:10,4.4,5,8,6,0,4,0,15,0.403925186
4/10/2020 0:10,5.8,7,4,5.5,3.5,4,0,16,0.549891021
4/10/2020 0:15,0.2,3,0,8,0,9,0,2,0.342012084
4/10/2020 0:15,3.2,6,0,3,5,2,0,5,0.500749116
4/10/2020 0:15,7,3,6,4,0,2,4,12,0.317643931
4/10/2020 0:15,2.5,8,5,4,0,7,1,15,0.403925186
4/10/2020 0:15,5.7,6,4,5,3,4,0,16,0.549891021
4/10/2020 0:15,7.8,7,6,5,0,10,0,17,0.277035256
4/10/2020 0:20,6.1,5,0,4,1,3,0,5,0.500749116
4/10/2020 0:20,5.8,4,10,4,7,7,0,6,0.556765794
4/10/2020 0:20,3.3,9,2,6,5,6,1,9,0.414319299
4/10/2020 0:20,4.4,4,5,4,0,4,4,12,0.317643931
4/10/2020 0:20,4.2,6,10,8,0,10,0,13,0.366610549
4/10/2020 0:20,5.2,7,3.5,8,1,0.5,0,15,0.403925186
4/10/2020 0:20,5.8,7,4,5,3,5,0,16,0.549891021
4/10/2020 0:20,1.1,10,0,3,0,6,1,17,0.277035256
4/10/2020 0:25,1.8,6,3,8,0,9,0,2,0.342012084
4/10/2020 0:25,5.4,6,4,5,0,5,5,4,0.463492259
4/10/2020 0:25,3.2,3.5,6.5,6,8,1.5,0,6,0.556765794
4/10/2020 0:25,1.4,10,1,7,3,6,0,9,0.414319299
4/10/2020 0:25,4.5,1.5,2,2,0,3.5,1.5,12,0.317643931
4/10/2020 0:30,2.6,4.5,6.5,7.5,3,8,0,4,0.463492259
4/10/2020 0:30,1.5,4,5,9,1.5,6,0.5,5,0.500749116
4/10/2020 0:30,5.7,2,5,7.5,3.5,4.5,0,6,0.556765794
4/10/2020 0:30,2.8,10,1,1,9,8,1,9,0.414319299
4/10/2020 0:30,5.2,0,2,1,0,0,0,12,0.317643931
4/10/2020 0:30,6.4,6,10,7,0,10,0,13,0.366610549
4/10/2020 0:30,3.4,1,5,10,0,8,0,15,0.403925186
4/10/2020 0:30,2.8,6,4,5,5,5,0,16,0.549891021
4/10/2020 0:35,1.2,2,3,2,0,6,0,2,0.342012084
4/10/2020 0:35,6.3,1,10,4,1,6,0,5,0.500749116
4/10/2020 0:35,3.8,0,10,3,3,1,0,6,0.556765794
4/10/2020 0:35,3.7,10,0,0,0,8,0,19,0.405657221
4/10/2020 0:40,1.9,2,1,4,0,4,0,2,0.342012084
4/10/2020 0:40,3.2,4,7,3,0,4,0,9,0.414319299
4/10/2020 0:40,5.2,8,4,3.5,0,1,0,19,0.405657221
4/10/2020 0:45,0.7,0,10,10,0,10,0,1,0.566452474
4/10/2020 0:45,4.8,2,0,7,0,10,0,4,0.463492259
4/10/2020 0:45,3.4,6,5,8,3,2,0,9,0.414319299
4/10/2020 0:45,1.2,3,0,7,0,4,0,10,0.355775509
4/10/2020 0:45,1.2,0,4,0,0,0,0,15,0.403925186
4/10/2020 0:45,5.4,4,3,8,0,10,0,19,0.405657221
4/10/2020 0:50,1.7,10,8,3,0,5,0,2,0.342012084
4/10/2020 0:50,5,3,1,3,0,3,0,15,0.403925186
4/10/2020 0:50,1.4,7,5,6,4,3,0,16,0.549891021
4/10/2020 0:50,4.6,7,10,10,0,6,0,17,0.277035256
4/10/2020 0:50,5.1,10,10,4,0,5,0,19,0.405657221
4/10/2020 0:55,6.2,9,6,10,2,7,0,1,0.566452474
4/10/2020 0:55,3.8,4,0,2,0,5,0,4,0.463492259
4/10/2020 0:55,3.5,8,0,0,9,4,0,5,0.500749116
4/10/2020 0:55,3.9,9,4,7,5,3,0,6,0.556765794
4/10/2020 0:55,3.6,7.5,4.5,4,1.5,8,0,9,0.414319299
4/10/2020 0:55,4.4,8,5,9,0,10,0,13,0.366610549
4/10/2020 0:55,3.8,0,8,7,0,9,0,15,0.403925186
4/10/2020 1:00,6.2,1,6,1,10,0,0,5,0.500749116
4/10/2020 1:00,3.5,0,3,2,10,4,0,6,0.556765794
4/10/2020 1:00,2,2,3,2,9,3,0,9,0.414319299
4/10/2020 1:00,2,1,10,3,6,9,0,11,0.485004156
4/10/2020 1:00,2.9,4,6,3,0,2,5,12,0.317643931
4/10/2020 1:00,5.1,10,3,4,0,4,0,15,0.403925186
4/10/2020 1:00,5.3,10,9,10,3,1,0,16,0.549891021
4/10/2020 1:05,3.4,5,1,8,10,6,0,9,0.414319299
4/10/2020 1:05,5.5,2,3,8,0,3,0,10,0.355775509
4/10/2020 1:05,4.4,3,5,3,0,3,4,12,0.317643931
4/10/2020 1:05,7.2,2,1,3,0,10,0,13,0.366610549
4/10/2020 1:05,1.7,1,1,4,0,2,0,15,0.403925186
4/10/2020 1:05,4.6,6,4,6,3,4,0,16,0.549891021
4/10/2020 1:05,1.4,10,7,6,0,4,0,17,0.277035256
4/10/2020 1:10,1.4,0,10,1,0,0,0,2,0.342012084
4/10/2020 1:10,5.5,10,7,1,7,8,0,9,0.414319299
4/10/2020 1:10,2.7,10,10,9,0,4,0,10,0.355775509
4/10/2020 1:10,6.3,2,2,10,0,3,0,15,0.403925186
4/10/2020 1:10,3,0.5,7.5,3.5,4.5,5,0,16,0.549891021
4/10/2020 1:10,5,7,9,0,0,0,0,18,0.348536963
4/10/2020 1:15,1.4,6,4,0,0,2,0,2,0.342012084
4/10/2020 1:15,6.6,0,1,5,7,10,0,9,0.414319299
4/10/2020 1:15,5.4,9,8,8,6,6,0,11,0.485004156
4/10/2020 1:15,5.4,6,3,3,0,0,0,13,0.366610549
4/10/2020 1:15,5.5,8,7,8,0,10,0,15,0.403925186
4/10/2020 1:20,6.4,0,2,0,0,6,0,2,0.342012084
4/10/2020 1:20,4,10,7,9,3,5,0,6,0.556765794
4/10/2020 1:20,5.8,2,9,5,0,5,0,15,0.403925186
4/10/2020 1:20,6.6,7,3,4,3,4,0,16,0.549891021
4/10/2020 1:25,7.1,4,9,7,0,4,0,2,0.342012084
4/10/2020 1:25,6.3,4,10,1,8,1,0,5,0.500749116
4/10/2020 1:25,4.8,0,3,7,0,10,0,10,0.355775509
4/10/2020 1:25,4.3,8,2,10,0,4,0,12,0.317643931
4/10/2020 1:25,6.3,4,4,6,0,5,0,13,0.366610549
4/10/2020 1:25,3.4,1,3,5,0,8,0,15,0.403925186
4/10/2020 1:30,2.2,10,0,4,9,1,0,6,0.556765794
4/10/2020 1:30,3.1,5,1,4,6,2,0,9,0.414319299
4/10/2020 1:30,5.2,0,9,2,6,10,0,16,0.549891021
4/10/2020 1:35,4.3,1,1,10,0,5,0,19,0.405657221
4/10/2020 1:40,6.2,7,5,0,8,5,0,1,0.566452474
4/10/2020 1:40,0.4,7,5.5,5.5,0,7.5,0,2,0.342012084
4/10/2020 1:40,6,8,2,9,3,8,0,5,0.500749116
4/10/2020 1:40,6.2,10,2,0,4,4,0,6,0.556765794
4/10/2020 1:40,2.2,7,1,5,5,3,0,9,0.414319299
4/10/2020 1:45,8.9,6,9,10,0,5,0,4,0.463492259
4/10/2020 1:45,3.3,4.5,2,6.5,0,10,0.5,15,0.403925186
4/10/2020 1:45,6.3,10,8,5,0,0,0,17,0.277035256
4/10/2020 1:50,2.8,0,0,1,0,10,0,2,0.342012084
4/10/2020 1:50,5.1,10,6,3,2,6,0,6,0.556765794
4/10/2020 1:50,3.4,2,8,3,0,3,0,10,0.355775509
4/10/2020 1:50,2,8,6,9,0,8,0,13,0.366610549
4/10/2020 1:50,2.9,3,9,2,0,10,0,17,0.277035256
4/10/2020 1:54,3.6,7,4,9,0,3,0,14,0.491417222
4/10/2020 1:55,5.2,10,2,5,4,6,0,9,0.414319299
4/10/2020 1:55,3.3,6,4,9,0,6,0,10,0.355775509
4/10/2020 1:55,4.6,5,5,10,0,4,0,12,0.317643931
4/10/2020 1:55,4.5,8,10,3,0,10,0,15,0.403925186
4/10/2020 2:00,0.1,5.5,9,7,0,9.5,0,2,0.342012084
4/10/2020 2:00,2.4,9,2,4,3,7,1,9,0.414319299
4/10/2020 2:00,4.1,2,10,8,3,4,0,11,0.485004156
4/10/2020 2:00,2.6,6,1,6,0,5,0,15,0.403925186
4/10/2020 2:00,4.7,8,10,6,10,8,0,16,0.549891021
4/10/2020 2:00,6.4,1,2,2,0,3,3,19,0.405657221
4/10/2020 2:05,0.4,6,9,5,0,1,0,2,0.342012084
4/10/2020 2:05,4.9,3,4,6,1,6,0,9,0.414319299
4/10/2020 2:05,4.9,5.5,4,9.5,0,1,0,15,0.403925186
4/10/2020 2:05,2.6,5,2,10,10,4,0,16,0.549891021
4/10/2020 2:10,0.2,9,10,5,0,7,0,2,0.342012084
4/10/2020 2:10,5,8,7,4,5,4,0,6,0.556765794
4/10/2020 2:10,3.4,9,3,5,4,7,0,9,0.414319299
4/10/2020 2:10,2.9,5,4,2,0,6,1,15,0.403925186
4/10/2020 2:10,4.5,0,2,2,0,10,0,17,0.277035256
4/10/2020 2:15,1,8,4,6,0,10,0,2,0.342012084
4/10/2020 2:15,5.8,3,3,5,8,1,0,5,0.500749116
4/10/2020 2:15,2.9,2,2,5,0,10,0,15,0.403925186
4/10/2020 2:20,0.5,9,4,9,0,10,0,2,0.342012084
4/10/2020 2:20,3.7,5,6,3,8,10,1,5,0.500749116
4/10/2020 2:20,2.7,1,0,6,10,7,0,6,0.556765794
4/10/2020 2:20,2.9,1,5,1,5,10,0,11,0.485004156
4/10/2020 2:20,5.3,0,6,10,0,10,0,15,0.403925186
4/10/2020 2:20,4.1,3,3,9,0,10,0,19,0.405657221
4/10/2020 2:25,1.4,2,10,10,1,4,0,2,0.342012084
4/10/2020 2:25,3.3,9,10,7,9,9,0,9,0.414319299
4/10/2020 2:25,7.3,1,1,1,0,2,0,13,0.366610549
4/10/2020 2:25,1.9,5,0,1,0,1,0,17,0.277035256
4/10/2020 2:30,5.2,6,0,4,2,4,0,1,0.566452474
4/10/2020 2:30,0,7,2,1,0,7,0,2,0.342012084
4/10/2020 2:30,3.8,6,0,8,6,6,0,6,0.556765794
4/10/2020 2:30,6.2,9,9,10,0,7,1,8,0.473795313
4/10/2020 2:30,6.1,7,6,4,0,2,0,12,0.317643931
4/10/2020 2:30,5.7,1,8,10,0,9,0,18,0.348536963
4/10/2020 2:35,5.2,6,6,8,0,5,0,2,0.342012084
4/10/2020 2:35,6,2,8,10,6,10,0,6,0.556765794
4/10/2020 2:35,1.4,6,0,7,4,2,0,9,0.414319299
4/10/2020 2:35,2.8,1,3,1,0,7,0,11,0.485004156
4/10/2020 2:35,6.6,3,5,8,0,10,0,12,0.317643931
4/10/2020 2:35,4.7,0,2,9,5,6,0,16,0.549891021
4/10/2020 2:40,3.8,9,0,10,0,9,0,1,0.566452474
4/10/2020 2:40,4.9,4,2,6,6,0,0,5,0.500749116
4/10/2020 2:40,3.3,7,1,10,0,8,0,15,0.403925186
4/10/2020 2:40,4.1,10,9,3,0,4,0,18,0.348536963
4/10/2020 2:45,5,4,3,3,7,0,0,6,0.556765794
4/10/2020 2:45,1.7,7,4,9,0,8,0,15,0.403925186
4/10/2020 2:45,4.8,5,5.5,3,5,6.5,0,16,0.549891021
4/10/2020 2:50,5.8,2,9,7,10,1,0,6,0.556765794
4/10/2020 2:50,2.8,10,9,10,0,8,1,8,0.473795313
4/10/2020 2:50,5.3,4,3,7,0,4,0,17,0.277035256
4/10/2020 2:50,5.9,1,0,4,0,0,1,18,0.348536963
4/10/2020 2:55,5.6,5,3.5,2,0,6.5,0.5,2,0.342012084
4/10/2020 2:55,1.6,1,9,6,10,10,1,5,0.500749116
4/10/2020 2:55,4.5,5,4,4,7,5,0,6,0.556765794
4/10/2020 2:55,4.1,9,8,10,0,7,2,8,0.473795313
4/10/2020 2:55,2.5,10,4,5,4,6,0,9,0.414319299
4/10/2020 2:55,5.7,3,8,10,7,8,0,16,0.549891021
4/10/2020 2:55,6.2,9.5,5.5,6,0,5.5,0,18,0.348536963
4/10/2020 3:00,4.9,3,5,2,0,8,0,2,0.342012084
4/10/2020 3:00,6.8,0,2,6,4,5,0,5,0.500749116
4/10/2020 3:00,1.8,8,9,10,0,7,0,8,0.473795313
4/10/2020 3:00,3.2,10,7,7,7,7,0,9,0.414319299
4/10/2020 3:00,5.9,10,0,10,0,9,0,15,0.403925186
4/10/2020 3:00,8.4,10,5,6,10,9,0,16,0.549891021
4/10/2020 3:05,2.4,6,9,4,0,10,0,4,0.463492259
4/10/2020 3:05,4.1,9,4,4.5,7,4.5,0.5,6,0.556765794
4/10/2020 3:05,1.1,1,10,4,0,10,0,8,0.473795313
4/10/2020 3:05,3.2,4,4,7,0,6,0,13,0.366610549
4/10/2020 3:05,5.7,7,6,4,0,5.5,0,15,0.403925186
4/10/2020 3:10,2.8,0,4,7,0,5.5,0,2,0.342012084
4/10/2020 3:10,5.9,3,9,5,7,6,0,6,0.556765794
4/10/2020 3:10,3.4,8,2,1,2,5,0,9,0.414319299
4/10/2020 3:10,3.4,2,4,4,0,3,5,12,0.317643931
4/10/2020 3:10,5.2,6.5,4.5,5.5,0,4.5,0.5,15,0.403925186
4/10/2020 3:10,4.9,6,10,6,0,1,0,18,0.348536963
4/10/2020 3:15,4.2,8,9,8,2,3,1,5,0.500749116
4/10/2020 3:15,2.8,9.5,9,9.5,0,7.5,1,8,0.473795313
4/10/2020 3:15,3,10,7,1,0,9,0,15,0.403925186
4/10/2020 3:15,4.9,3.5,9,6.5,0,2.5,0,18,0.348536963
4/10/2020 3:20,3.6,7,5.5,6,9.5,2.5,0,6,0.556765794
4/10/2020 3:20,6.9,4,4,7.5,0,7,0,8,0.473795313
4/10/2020 3:20,3.6,10,10,8,7,10,1,9,0.414319299
4/10/2020 3:20,3.5,5,0,10,0,1,0,13,0.366610549
4/10/2020 3:20,4.4,6,7,10,0,7,0,15,0.403925186
4/10/2020 3:20,3.7,2,5,10,0,3,0,18,0.348536963
4/10/2020 3:25,0.1,8,6,4,0,10,0,2,0.342012084
4/10/2020 3:25,6,8,0,1,3,1,0,5,0.500749116
4/10/2020 3:25,2.1,5,7,7,9,2,0,6,0.556765794
4/10/2020 3:25,3.4,3.5,6.5,7,0,10,0,8,0.473795313
4/10/2020 3:25,1.8,6,4,2,0,4,0,10,0.355775509
4/10/2020 3:25,6.4,2,5,7,0,5,0,12,0.317643931
4/10/2020 3:25,0.8,6,4,5,4,3,0,16,0.549891021
4/10/2020 3:30,4.8,1,3,1,5,7,0,1,0.566452474
4/10/2020 3:30,3.2,9.5,4.5,4.5,4,7,0,6,0.556765794
4/10/2020 3:30,4.6,6,10,2,0,9,0,8,0.473795313
4/10/2020 3:30,2,4,2,9,3,6,0,9,0.414319299
4/10/2020 3:30,3.2,4,2,8,0,3,0,10,0.355775509
4/10/2020 3:30,2.6,1,6,2,3,7,0,11,0.485004156
4/10/2020 3:30,2,5,10,8,0,9,0,15,0.403925186
4/10/2020 3:35,4,8,1,5,0,4,0,2,0.342012084
4/10/2020 3:35,6.2,8,0,5,0,4,0,4,0.463492259
4/10/2020 3:35,5.8,4,10,7,2,0,0,6,0.556765794
4/10/2020 3:35,5.2,6,4.5,7,0,7,0,8,0.473795313
4/10/2020 3:35,5.2,2,7,6,0,5,1,15,0.403925186
4/10/2020 3:35,1.8,5.5,2.5,3.5,4.5,4,0,16,0.549891021
4/10/2020 3:35,4.2,9,10,4,0,9,0,18,0.348536963
4/10/2020 3:40,5.8,9,8,2.5,5.5,4.5,0,6,0.556765794
4/10/2020 3:40,3.5,3,2,6,1,8,0,8,0.473795313
4/10/2020 3:40,9.8,0,1,2,0,6,0,19,0.405657221
4/10/2020 3:45,3.9,6,0,4,10,10,0,1,0.566452474
4/10/2020 3:45,5.3,1,10,5,0,4,0,2,0.342012084
4/10/2020 3:45,4.7,7,3.5,3.5,7,2,0,5,0.500749116
4/10/2020 3:45,8.4,7,8.5,7.5,2.5,2.5,0,6,0.556765794
4/10/2020 3:45,5.6,1,0,4,0,3,0,8,0.473795313
4/10/2020 3:45,2.8,9,7,7,4,0,0,9,0.414319299
4/10/2020 3:45,3.2,7.5,2.5,5,0,4.5,0,12,0.317643931
4/10/2020 3:45,3.4,3,10,9,0,5,0,15,0.403925186
4/10/2020 3:50,2.7,5,10,10,0,6,0,4,0.463492259
4/10/2020 3:50,5.8,9,7,3,2,10,0,5,0.500749116
4/10/2020 3:50,3.2,6,5,7,8,10,0,6,0.556765794
4/10/2020 3:50,6.3,9,3,1,0,6,0,8,0.473795313
4/10/2020 3:50,2.8,1,7,4,0,10,0,13,0.366610549
4/10/2020 3:50,3.8,5,3,10,0,8,0,15,0.403925186
4/10/2020 3:50,7.4,3,10,6,0,10,0,18,0.348536963
4/10/2020 3:50,6.7,0,9,8,0,7,0,19,0.405657221
4/10/2020 3:55,2.8,2,10,1,8,9,0,1,0.566452474
4/10/2020 3:55,2.4,5,5,5,9,10,0,6,0.556765794
4/10/2020 3:55,4.6,6,2,4,0,4,0,8,0.473795313
4/10/2020 3:55,5.9,4,10,1,0,6,0,9,0.414319299
4/10/2020 3:55,3.2,5,10,3,0,10,0,10,0.355775509
4/10/2020 4:00,0.2,10,0,3,0,3,1,2,0.342012084
4/10/2020 4:00,6.7,7.5,9,8,0,5.5,0,8,0.473795313
4/10/2020 4:00,6.6,10,7,8,4,8,0,9,0.414319299
4/10/2020 4:00,3.1,1,8,2,0,0,0,10,0.355775509
4/10/2020 4:00,5.9,1,0,9,0,4,0,12,0.317643931
4/10/2020 4:00,3.7,6,9,5,9,7,0,16,0.549891021
4/10/2020 4:00,6.3,8,7,1,0,7,0,19,0.405657221
4/10/2020 4:05,0,4.5,8,5.5,0,8,0,2,0.342012084
4/10/2020 4:05,3.6,0,2,1,5,6,0,6,0.556765794
4/10/2020 4:05,4.3,10,3,0,0,0,0,8,0.473795313
4/10/2020 4:05,2.8,10,6,5.5,4,5.5,0,16,0.549891021
4/10/2020 4:10,5.6,0,3,0,0,10,0,6,0.556765794
4/10/2020 4:10,2.4,10,9,10,0,6,0,8,0.473795313
4/10/2020 4:10,3.5,4,9,6,9,10,0,11,0.485004156
4/10/2020 4:15,6.9,8,5,10,0,4,0,4,0.463492259
4/10/2020 4:15,3.1,6,6,2,10,10,0,9,0.414319299
4/10/2020 4:15,4.5,0,5,5,0,1,0,15,0.403925186
4/10/2020 4:15,6.1,7,1,0,0,8,0,19,0.405657221
4/10/2020 4:20,5.3,1,10,3,0,2,0,2,0.342012084
4/10/2020 4:20,3.9,2,3,10,4,7,0,5,0.500749116
4/10/2020 4:20,6.3,5,4,6,6,10,0,11,0.485004156
4/10/2020 4:20,3,1,1,2,0,4,0,13,0.366610549
4/10/2020 4:20,4.4,1,10,1,0,5,0,17,0.277035256
4/10/2020 4:20,3.6,1,3,4,0,0,0,18,0.348536963
4/10/2020 4:25,2.8,8,4,10,9,10,0,5,0.500749116
4/10/2020 4:25,8.6,7,8,6,3,9,0,6,0.556765794
4/10/2020 4:25,2.6,0,7,3,4,8,0,9,0.414319299
4/10/2020 4:25,4.2,2,6,8,0,10,0,15,0.403925186
4/10/2020 4:25,3.9,7,7,6,0,6,0,19,0.405657221
4/10/2020 4:30,4.5,10,9,0,3,7,0,5,0.500749116
4/10/2020 4:30,6.3,1,8,3,3,1,0,6,0.556765794
4/10/2020 4:30,5.8,9,8,9,0,7,0,8,0.473795313
4/10/2020 4:30,5.2,1,5,9,10,10,0,9,0.414319299
4/10/2020 4:30,3.3,5.5,3.5,4,0,6.5,0,10,0.355775509
4/10/2020 4:30,4.5,1,5,10,0,3,0,15,0.403925186
4/10/2020 4:30,6.6,4,8,6,0,0,0,17,0.277035256
4/10/2020 4:35,5.4,10,1,3,5,1,1,1,0.566452474
4/10/2020 4:35,0.5,1,3,0,0,6,0,2,0.342012084
4/10/2020 4:35,3.8,8,5,8,0,7.5,0,4,0.463492259
4/10/2020 4:35,3.6,4,4,2,0,10,0,8,0.473795313
4/10/2020 4:35,7.3,9,3,0,0,3,0,12,0.317643931
4/10/2020 4:35,1.9,9,7,4.5,0,7,0,15,0.403925186
4/10/2020 4:35,6,3,0,7,0,8,0,18,0.348536963
4/10/2020 4:35,4.2,2,9,10,0,10,0,19,0.405657221
4/10/2020 4:40,3.4,8,7,10,0,2,0,8,0.473795313
4/10/2020 4:40,5.9,4,4,7,0,4,0,15,0.403925186
4/10/2020 4:40,4.3,0.5,4,8,0,4,0,18,0.348536963
4/10/2020 4:45,8.3,2,9,8,0,7,0,4,0.463492259
4/10/2020 4:45,8.8,6,8,9,0,9,0,8,0.473795313
4/10/2020 4:45,2.4,9,5,2,4,2,0,9,0.414319299
4/10/2020 4:45,1.9,10,10,6,0,4,0,10,0.355775509
4/10/2020 4:45,4.1,10,2,0,0,1,0,13,0.366610549
4/10/2020 4:50,5.8,7,2,0,0,7,0,8,0.473795313
4/10/2020 4:50,5.6,9,1,10,6,8,0,11,0.485004156
4/10/2020 4:50,5,10,10,10,0,10,0,15,0.403925186
4/10/2020 4:55,2.7,5,2,7,0,0,0,2,0.342012084
4/10/2020 4:55,3.4,6,10,7,6,5,0,6,0.556765794
4/10/2020 4:55,3,10,8,7,0,7,0,15,0.403925186
4/10/2020 5:00,1.5,7,7,0,0,1,0,15,0.403925186
4/10/2020 5:00,3,9,3,0,0,2,0,18,0.348536963
4/10/2020 5:05,3.6,3,6,9,0,2,0,6,0.556765794
4/10/2020 5:05,7.1,2,3,10,0,5,1,8,0.473795313
4/10/2020 5:05,5.6,6,5,4,0,8,0,10,0.355775509
4/10/2020 5:05,4.5,7,3,1,0,3,0,15,0.403925186
4/10/2020 5:05,2,4,8,2.5,0,5.5,0,19,0.405657221
4/10/2020 5:10,0.3,6,5,5.5,0,5.5,0,2,0.342012084
4/10/2020 5:10,4.5,8,1,9,2,8,0,6,0.556765794
4/10/2020 5:10,6,9,10,8,5,7,0,16,0.549891021
4/10/2020 5:10,4.9,8,4,1,0,7,1,17,0.277035256
4/10/2020 5:15,3.2,5,8,3,0,2,0,2,0.342012084
4/10/2020 5:15,3.8,8,10,4,10,6,0,5,0.500749116
4/10/2020 5:15,6.2,5,2,2,6,6,0,6,0.556765794
4/10/2020 5:15,6.7,5.5,3.5,5,0,8.5,0,8,0.473795313
4/10/2020 5:20,4.7,4.5,6,3,0,5,0,8,0.473795313
4/10/2020 5:20,1.9,10,2,10,0,4,0,15,0.403925186
4/10/2020 5:20,7.9,1,9,0,0,0,0,19,0.405657221
4/10/2020 5:25,0.6,6.5,3.5,6,0,5,0,2,0.342012084
4/10/2020 5:25,1.7,7,5,6,8,0,1,5,0.500749116
4/10/2020 5:25,4.7,0,9,0,1,3,0,6,0.556765794
4/10/2020 5:25,7,9,5,6,0,6,0,8,0.473795313
4/10/2020 5:25,4.7,7,7,3,8,1,0,9,0.414319299
4/10/2020 5:25,4.7,3,7,9,0,4,0,12,0.317643931
4/10/2020 5:25,5.2,4.5,6,6,0,3.5,0,15,0.403925186
4/10/2020 5:30,4,4,4,6,2,4,0,6,0.556765794
4/10/2020 5:30,3.8,9,8.5,10,0,6,2,8,0.473795313
4/10/2020 5:30,3.4,3,4,0,4,10,0,9,0.414319299
4/10/2020 5:30,3,0,7,3,0,10,0,10,0.355775509
4/10/2020 5:30,7.3,9,10,7,0,10,0,15,0.403925186
4/10/2020 5:30,5.3,8,10,5,0,6,0,18,0.348536963
4/10/2020 5:30,3.9,2,4,9,0,3,0,19,0.405657221
4/10/2020 5:35,5.8,0,2,2,5,4,0,1,0.566452474
4/10/2020 5:35,5.8,7.5,2,5.5,0,7,0,2,0.342012084
4/10/2020 5:35,3.6,1.5,6.5,8,0,5.5,0,8,0.473795313
4/10/2020 5:35,1.6,1,5,0,0,9,0,10,0.355775509
4/10/2020 5:35,5.2,1,1,0,0,8,0,12,0.317643931
4/10/2020 5:35,4.5,4,0,1,0,9,0,13,0.366610549
4/10/2020 5:35,2.4,9,3,3,0,6,0,15,0.403925186
4/10/2020 5:40,6.3,3,10,2,0,10,1,8,0.473795313
4/10/2020 5:40,1.6,2,9,10,0,6,1,15,0.403925186
4/10/2020 5:45,5.2,4,1,8,10,7,0,1,0.566452474
4/10/2020 5:45,1.2,3,4,8,0,6,0,2,0.342012084
4/10/2020 5:45,5.1,1,10,4,4,1,0,5,0.500749116
4/10/2020 5:45,2,7,4,0,10,1,0,6,0.556765794
4/10/2020 5:45,1.8,4,9.5,3,0,8,0,8,0.473795313
4/10/2020 5:45,3.2,9,9,8,0,10,0,15,0.403925186
4/10/2020 5:45,7.5,4.5,0.5,4.5,9,1.5,0,16,0.549891021
4/10/2020 5:50,5.3,0,5,10,7,7,0,1,0.566452474
4/10/2020 5:50,8.2,10,9,10,8,2,1,6,0.556765794
4/10/2020 5:50,5.5,2,2,7,0,4,0,8,0.473795313
4/10/2020 5:50,7,3,5,2,0,1,0,12,0.317643931
4/10/2020 5:50,6.6,9,4,9,0,9,0,17,0.277035256
4/10/2020 5:55,1.6,0,1,1,0,3,0,2,0.342012084
4/10/2020 5:55,3.9,7,2,7,3,8,0,6,0.556765794
4/10/2020 5:55,9.5,9,8,9,0,7,3,8,0.473795313
