time,location1,location2,location3,location4,location5,location6,location7,location8,location9,location10,location11,location12,location13,location14,location15,location16,location17,location18,location19
4/6/2020 0:50,"[6.708333333333334, 9.0, 7.0, 6.0, 4.0, 3.0, 0.0, 1.0]","[5.125000000000001, 7.25, 3.0, 6.5, 0.0, 4.75, 0.0, 2.0]","[5.104166666666667, 5.0, 4.0, 5.0, 5.0, 5.5, 0.0, 3.0]","[3.208333333333333, 9.0, 0.0, 1.0, 0.0, 5.0, 0.0, 4]","[5.0, 9.0, 3.0, 2.0, 5.0, 5.0, 0.0, 5.0]","[5.895833333333334, 6.0, 5.0, 5.0, 7.0, 4.5, 0.0, 6.0]",,"[6.083333333333333, 7.5, 5.5, 7.5, 0.0, 9.5, 0.0, 8.0]","[5.416666666666667, 6.5, 6.5, 5.0, 3.0, 5.0, 0.0, 9.0]","[4.083333333333334, 1.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10]","[7.520833333333334, 7.5, 6.5, 7.0, 8.0, 5.5, 0.0, 11.0]","[5.1875, 5.5, 10.0, 5.5, 0.0, 6.5, 0.0, 12.0]","[5.750000000000001, 6.0, 5.75, 8.0, 0.0, 6.75, 0.0, 13.0]","[4.270833333333334, 4.5, 7.5, 5.0, 0.0, 3.5, 0.0, 14.0]","[4.9375, 7.25, 6.0, 5.0, 0.0, 4.75, 0.0, 15.0]","[7.25, 10.0, 4.0, 5.0, 8.0, 7.0, 0.0, 16]",,"[5.625, 2.0, 10.0, 9.0, 0.0, 10.0, 0.0, 18.0]","[4.041666666666667, 8.0, 4.5, 2.5, 0.0, 5.0, 0.0, 19.0]"
4/6/2020 0:55,"[6.708333333333334, 9.0, 7.0, 6.0, 4.0, 3.0, 0.0, 1.0]","[4.833333333333333, 6.25, 3.0, 6.5, 0.0, 4.75, 0.0, 2.0]","[5.3125, 5.5, 4.25, 5.5, 4.25, 5.5, 0.0, 3.0]","[3.208333333333333, 9.0, 0.0, 1.0, 0.0, 5.0, 0.0, 4]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[5.895833333333334, 6.0, 5.0, 5.0, 7.0, 4.5, 0.0, 6.0]",,"[5.708333333333333, 7.0, 5.0, 7.0, 0.0, 10.0, 0.0, 8.0]","[5.258333333333333, 5.75, 6.5, 4.75, 3.75, 5.0, 0.0, 9.0]","[4.083333333333334, 1.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10]","[7.520833333333334, 7.5, 6.5, 7.0, 8.0, 5.5, 0.0, 11.0]","[5.1875, 5.5, 10.0, 5.5, 0.0, 6.5, 0.0, 12.0]","[5.750000000000001, 6.0, 5.75, 8.0, 0.0, 6.75, 0.0, 13.0]","[4.645833333333334, 5.75, 7.75, 5.0, 0.0, 3.0, 0.0, 14.0]","[4.500000000000001, 6.25, 5.25, 5.0, 0.0, 3.5, 0.0, 15.0]","[7.25, 10.0, 4.0, 5.0, 8.0, 7.0, 0.0, 16]",,"[5.1875, 3.0, 7.5, 8.0, 0.0, 9.0, 0.0, 18.0]","[4.041666666666667, 8.0, 7.0, 2.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:00,"[5.520833333333334, 7.5, 4.0, 4.0, 5.5, 4.5, 0.0, 1.0]","[4.541666666666667, 6.0, 3.0, 6.0, 0.0, 4.0, 0.0, 2.0]","[5.3125, 5.5, 4.25, 5.5, 4.25, 5.5, 0.0, 3.0]",,"[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[5.437500000000001, 5.75, 4.0, 4.5, 6.5, 5.25, 0.0, 6.0]",,"[5.708333333333333, 7.0, 5.0, 7.0, 0.0, 10.0, 0.0, 8.0]","[5.258333333333333, 5.75, 6.5, 4.75, 3.75, 5.0, 0.0, 9.0]","[4.083333333333334, 1.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10]","[7.520833333333334, 7.5, 6.5, 7.0, 8.0, 5.5, 0.0, 11.0]","[5.1875, 5.5, 10.0, 5.5, 0.0, 6.5, 0.0, 12.0]","[5.750000000000001, 6.0, 5.75, 8.0, 0.0, 6.75, 0.0, 13.0]","[4.270833333333334, 4.5, 7.5, 5.0, 0.0, 3.5, 0.0, 14.0]","[4.3125, 5.5, 5.5, 5.0, 0.0, 3.5, 0.0, 15.0]","[7.25, 10.0, 4.0, 5.0, 8.0, 7.0, 0.0, 16]",,"[5.1875, 3.0, 7.5, 8.0, 0.0, 9.0, 0.0, 18.0]","[4.416666666666667, 8.0, 7.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:05,"[5.520833333333334, 7.5, 4.0, 4.0, 5.5, 4.5, 0.0, 1.0]","[4.320833333333333, 5.5, 3.0, 5.75, 0.0, 4.5, 0.0, 2.0]","[5.833333333333334, 6.0, 4.5, 6.0, 5.0, 5.5, 0.0, 3.0]","[6.916666666666668, 10.0, 8.0, 8.0, 0.0, 0.0, 0.0, 4]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[5.270833333333334, 6.0, 3.0, 4.0, 7.0, 4.5, 0.0, 6.0]",,"[5.708333333333333, 7.0, 5.0, 7.0, 0.0, 10.0, 0.0, 8.0]","[5.445833333333334, 5.75, 6.5, 5.25, 3.75, 5.0, 0.0, 9.0]","[4.083333333333334, 1.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10]","[6.916666666666668, 7.5, 5.0, 7.0, 6.0, 5.5, 0.0, 11.0]","[3.208333333333333, 1.0, 10.0, 4.0, 0.0, 4.0, 0.0, 12.0]","[5.750000000000001, 6.0, 5.75, 8.0, 0.0, 6.75, 0.0, 13.0]","[4.083333333333334, 4.0, 7.5, 5.0, 0.0, 2.5, 0.0, 14.0]","[4.541666666666667, 5.5, 6.5, 5.0, 0.0, 6.0, 0.0, 15.0]","[7.25, 10.0, 4.0, 5.0, 8.0, 7.0, 0.0, 16]",,"[5.1875, 3.0, 7.5, 8.0, 0.0, 9.0, 0.0, 18.0]","[4.416666666666667, 8.0, 7.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:10,"[5.520833333333334, 7.5, 4.0, 4.0, 5.5, 4.5, 0.0, 1.0]","[4.320833333333333, 5.5, 3.0, 5.75, 0.0, 4.5, 0.0, 2.0]","[5.458333333333333, 6.0, 4.25, 5.5, 4.25, 5.5, 0.0, 3.0]","[6.916666666666668, 10.0, 8.0, 8.0, 0.0, 0.0, 0.0, 4]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[5.104166666666667, 5.0, 4.0, 4.0, 7.0, 4.5, 0.0, 6.0]",,"[6.0, 7.5, 4.75, 7.5, 0.0, 9.75, 0.0, 8.0]","[5.416666666666667, 5.5, 6.0, 5.0, 4.5, 6.0, 0.0, 9.0]","[4.083333333333334, 1.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10]","[7.604166666666667, 8.75, 4.5, 8.0, 6.0, 5.75, 0.0, 11.0]","[4.375, 5.5, 7.5, 4.5, 0.0, 3.5, 0.0, 12.0]","[5.750000000000001, 6.0, 5.75, 8.0, 0.0, 6.75, 0.0, 13.0]","[4.083333333333334, 4.0, 7.5, 5.0, 0.0, 2.5, 0.0, 14.0]","[6.041666666666667, 5.5, 6.5, 9.0, 0.0, 6.0, 0.0, 15.0]","[7.25, 10.0, 4.0, 5.0, 8.0, 7.0, 0.0, 16]",,"[5.1875, 3.0, 7.5, 8.0, 0.0, 9.0, 0.0, 18.0]","[4.416666666666667, 8.0, 7.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:15,"[6.0, 6.0, 7.0, 4.5, 7.0, 5.5, 0.0, 1.0]","[4.320833333333333, 5.5, 3.0, 5.75, 0.0, 4.5, 0.0, 2.0]","[5.458333333333333, 6.0, 4.0, 6.0, 3.5, 5.5, 0.0, 3.0]","[6.916666666666668, 10.0, 8.0, 8.0, 0.0, 0.0, 0.0, 4]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[4.958333333333334, 5.0, 4.0, 4.0, 6.5, 3.5, 0.0, 6.0]",,"[6.020833333333333, 7.0, 4.75, 8.0, 0.0, 9.25, 0.0, 8.0]","[5.395833333333333, 5.75, 5.75, 5.25, 3.75, 6.0, 0.0, 9.0]","[4.708333333333334, 4.5, 8.5, 5.5, 0.0, 6.5, 0.0, 10.0]","[7.604166666666667, 8.75, 4.5, 8.0, 6.0, 5.75, 0.0, 11.0]","[4.375, 5.5, 7.5, 4.5, 0.0, 3.5, 0.0, 12.0]","[6.3125, 7.0, 7.75, 8.5, 0.0, 2.75, 0.0, 13.0]","[4.083333333333334, 4.0, 7.5, 5.0, 0.0, 2.5, 0.0, 14.0]","[5.075, 4.75, 6.0, 7.0, 0.0, 7.5, 0.0, 15.0]",,,"[5.375, 4.0, 10.0, 7.0, 0.0, 8.0, 0.0, 18.0]","[4.416666666666667, 8.0, 7.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:20,"[5.966666666666667, 6.0, 4.0, 5.25, 7.25, 5.75, 0.0, 1.0]","[3.8958333333333335, 4.75, 3.0, 5.25, 0.0, 4.0, 0.0, 2.0]","[5.916666666666667, 6.0, 3.5, 6.0, 6.0, 5.5, 0.0, 3.0]","[6.916666666666668, 10.0, 8.0, 8.0, 0.0, 0.0, 0.0, 4]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[6.333333333333333, 6.0, 4.0, 6.5, 6.5, 7.0, 0.0, 6.0]",,"[6.062500000000001, 7.0, 5.0, 8.0, 0.0, 9.5, 0.0, 8.0]","[5.508333333333334, 5.75, 5.75, 5.25, 3.75, 8.75, 0.0, 9.0]","[4.708333333333334, 4.5, 8.5, 5.5, 0.0, 6.5, 0.0, 10.0]","[7.604166666666667, 8.75, 4.5, 8.0, 6.0, 5.75, 0.0, 11.0]","[5.750000000000001, 6.0, 10.0, 7.0, 0.0, 3.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[2.9458333333333337, 2.75, 6.25, 3.5, 0.0, 1.25, 0.0, 14.0]","[5.075, 4.75, 6.0, 7.0, 0.0, 7.5, 0.0, 15.0]",,,"[5.895833333333334, 7.0, 10.0, 6.5, 0.0, 4.0, 0.0, 18.0]","[4.416666666666667, 8.0, 7.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:25,"[5.541666666666667, 5.5, 5.0, 4.0, 7.5, 6.0, 0.0, 1.0]","[3.916666666666667, 4.5, 3.0, 5.5, 0.0, 4.0, 0.0, 2.0]","[5.416666666666667, 5.0, 3.5, 6.0, 5.0, 5.5, 0.0, 3.0]","[7.25, 10.0, 9.0, 8.0, 0.0, 5.0, 0.0, 4.0]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[6.333333333333333, 6.0, 4.0, 6.5, 6.5, 7.0, 0.0, 6.0]",,"[6.062500000000001, 7.0, 5.0, 8.0, 0.0, 9.5, 0.0, 8.0]","[5.708333333333333, 6.0, 4.5, 5.5, 4.5, 9.5, 0.0, 9.0]","[5.25, 5.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10.0]","[8.125, 8.75, 6.0, 8.0, 7.5, 6.25, 0.0, 11.0]","[5.750000000000001, 6.0, 10.0, 7.0, 0.0, 3.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[4.583333333333334, 4.5, 7.5, 6.0, 0.0, 2.0, 0.0, 14.0]","[4.541666666666667, 5.5, 5.5, 5.0, 0.0, 9.0, 0.0, 15.0]",,,"[5.895833333333334, 7.0, 10.0, 6.5, 0.0, 4.0, 0.0, 18.0]","[5.604166666666667, 8.5, 6.5, 6.0, 0.0, 1.5, 0.0, 19.0]"
4/6/2020 1:30,"[5.466666666666667, 5.5, 5.0, 3.75, 7.5, 6.5, 0.0, 1.0]","[3.916666666666667, 4.5, 3.0, 5.5, 0.0, 4.0, 0.0, 2.0]","[5.479166666666667, 5.75, 3.0, 5.5, 5.5, 5.25, 0.0, 3.0]","[7.25, 10.0, 9.0, 8.0, 0.0, 5.0, 0.0, 4.0]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[6.333333333333333, 6.0, 4.0, 6.5, 6.5, 7.0, 0.0, 6.0]",,"[5.875, 6.5, 4.75, 8.0, 0.0, 9.25, 0.0, 8.0]","[6.395833333333333, 9.0, 4.5, 5.0, 4.5, 9.5, 0.0, 9.0]","[5.25, 5.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10.0]","[8.125, 8.75, 6.0, 8.0, 7.5, 6.25, 0.0, 11.0]","[5.750000000000001, 6.0, 10.0, 7.0, 0.0, 3.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[4.354166666666667, 4.5, 7.5, 5.5, 0.0, 1.0, 0.0, 14.0]","[4.541666666666667, 5.5, 5.5, 5.0, 0.0, 9.0, 0.0, 15.0]",,,"[6.416666666666667, 10.0, 10.0, 6.0, 0.0, 0.0, 0.0, 18.0]","[4.291666666666667, 8.0, 6.0, 3.0, 0.0, 2.0, 0.0, 19.0]"
4/6/2020 1:35,"[5.466666666666667, 5.5, 5.0, 3.75, 7.5, 6.5, 0.0, 1.0]","[3.916666666666667, 4.5, 3.0, 5.5, 0.0, 4.0, 0.0, 2.0]","[5.354166666666667, 6.5, 2.5, 5.0, 5.0, 5.5, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[4.416666666666667, 5.5, 5.0, 2.5, 4.5, 7.5, 0.0, 5.0]","[5.770833333333333, 6.0, 4.0, 6.5, 3.5, 8.5, 0.0, 6.0]",,"[5.750000000000001, 6.0, 5.0, 8.0, 0.0, 9.0, 0.0, 8.0]","[6.429166666666667, 7.25, 6.25, 5.25, 5.75, 8.75, 0.0, 9.0]","[5.25, 5.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10.0]","[8.541666666666668, 7.5, 7.0, 9.0, 9.0, 5.5, 0.0, 11.0]","[5.750000000000001, 6.0, 10.0, 7.0, 0.0, 3.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[4.354166666666667, 4.5, 7.5, 5.5, 0.0, 1.0, 0.0, 14.0]","[3.916666666666667, 4.75, 4.25, 4.5, 0.0, 7.5, 0.0, 15.0]",,,"[6.416666666666667, 10.0, 10.0, 6.0, 0.0, 0.0, 0.0, 18.0]","[5.375, 8.0, 6.0, 6.0, 0.0, 1.0, 0.0, 19.0]"
4/6/2020 1:40,"[4.9375, 5.0, 1.0, 4.0, 7.5, 7.0, 0.0, 1.0]","[3.9375, 4.25, 3.0, 5.75, 0.0, 4.0, 0.0, 2.0]","[5.425, 6.75, 2.75, 4.5, 5.75, 5.5, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[4.75, 9.0, 7.0, 0.0, 5.0, 5.0, 0.0, 5]","[4.833333333333333, 7.5, 5.0, 2.5, 3.5, 8.5, 0.0, 6.0]",,"[5.208333333333334, 5.5, 4.75, 7.0, 0.0, 9.25, 0.0, 8.0]","[6.770833333333334, 9.0, 8.0, 5.0, 4.5, 8.0, 0.0, 9.0]","[5.25, 5.0, 7.0, 7.0, 0.0, 7.0, 0.0, 10.0]","[7.854166666666668, 8.75, 6.0, 8.0, 6.0, 7.25, 0.5, 11.0]","[6.5625, 6.5, 10.0, 8.5, 0.0, 5.5, 0.5, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[5.916666666666667, 5.0, 5.0, 10.0, 0.0, 2.0, 0.0, 14.0]","[3.916666666666667, 4.75, 4.25, 4.5, 0.0, 7.5, 0.0, 15.0]","[8.291666666666666, 10.0, 10.0, 10.0, 0.0, 9.0, 0.0, 16]",,"[5.666666666666667, 10.0, 5.5, 5.5, 0.0, 0.0, 0.0, 18.0]","[5.375, 8.0, 6.0, 6.0, 0.0, 1.0, 0.0, 19.0]"
4/6/2020 1:45,"[4.9375, 5.0, 1.0, 4.0, 7.5, 7.0, 0.0, 1.0]","[4.208333333333333, 4.25, 3.5, 6.25, 0.0, 4.5, 0.0, 2.0]","[5.125000000000001, 7.0, 2.5, 4.0, 5.0, 5.5, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[4.75, 9.0, 7.0, 0.0, 5.0, 5.0, 0.0, 5]","[4.770833333333333, 7.25, 6.0, 2.25, 3.25, 9.25, 0.0, 6.0]",,"[5.208333333333334, 5.5, 4.75, 7.0, 0.0, 9.25, 0.0, 8.0]","[6.770833333333334, 9.0, 8.0, 5.0, 4.5, 8.0, 0.0, 9.0]","[5.416666666666667, 6.5, 5.0, 7.0, 0.0, 6.5, 0.0, 10.0]","[7.6875, 7.5, 5.0, 7.0, 9.0, 9.0, 0.0, 11.0]","[6.5625, 6.5, 10.0, 8.5, 0.0, 5.5, 0.5, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[5.916666666666667, 5.0, 5.0, 10.0, 0.0, 2.0, 0.0, 14.0]","[3.4166666666666665, 2.0, 2.0, 6.0, 0.0, 8.0, 0.0, 15.0]","[8.291666666666666, 10.0, 10.0, 10.0, 0.0, 9.0, 0.0, 16]",,"[5.666666666666667, 10.0, 5.5, 5.5, 0.0, 0.0, 0.0, 18.0]","[4.958333333333334, 8.0, 6.0, 4.5, 0.0, 4.5, 0.0, 19.0]"
4/6/2020 1:50,"[4.9375, 5.0, 1.0, 4.0, 7.5, 7.0, 0.0, 1.0]","[4.458333333333333, 4.0, 4.0, 7.0, 0.0, 4.0, 0.0, 2.0]","[5.5625, 8.0, 2.75, 4.0, 5.75, 4.5, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[5.979166666666667, 8.0, 7.0, 2.5, 7.5, 6.5, 0.0, 5.0]","[4.812500000000001, 7.0, 6.0, 2.5, 3.5, 8.5, 0.0, 6.0]",,"[5.175, 5.5, 4.75, 7.0, 0.0, 8.5, 0.0, 8.0]","[6.5, 7.25, 7.5, 5.25, 5.5, 8.0, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[6.958333333333333, 6.75, 5.0, 7.5, 6.0, 7.25, 0.0, 11.0]","[6.5625, 6.5, 10.0, 8.5, 0.0, 5.5, 0.5, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[5.916666666666667, 5.0, 5.0, 10.0, 0.0, 2.0, 0.0, 14.0]","[4.125, 4.0, 3.0, 6.0, 0.0, 8.0, 0.0, 15.0]","[8.291666666666666, 10.0, 10.0, 10.0, 0.0, 9.0, 0.0, 16]",,"[5.666666666666667, 10.0, 5.5, 5.5, 0.0, 0.0, 0.0, 18.0]","[4.958333333333334, 8.0, 6.0, 4.5, 0.0, 4.5, 0.0, 19.0]"
4/6/2020 1:55,"[4.9375, 5.0, 1.0, 4.0, 7.5, 7.0, 0.0, 1.0]","[4.625, 4.0, 5.0, 7.0, 0.0, 5.0, 0.0, 2.0]","[5.395833333333333, 7.0, 3.0, 4.0, 6.5, 3.0, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[7.208333333333334, 7.0, 7.0, 5.0, 10.0, 8.0, 0.0, 5]","[5.054166666666667, 6.5, 5.5, 3.75, 3.25, 9.25, 0.0, 6.0]",,"[4.895833333333334, 6.0, 4.5, 6.0, 0.0, 8.0, 0.0, 8.0]","[6.237500000000001, 8.0, 7.5, 5.0, 3.75, 7.5, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[6.708333333333334, 7.5, 5.0, 7.0, 5.0, 5.5, 0.0, 11.0]","[5.666666666666667, 6.0, 10.0, 7.0, 0.0, 1.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[5.916666666666667, 5.0, 5.0, 10.0, 0.0, 2.0, 0.0, 14.0]","[3.916666666666667, 2.5, 2.0, 7.0, 0.0, 7.5, 0.0, 15.0]","[7.416666666666667, 10.0, 5.0, 6.5, 5.0, 9.5, 0.0, 16.0]",,"[5.666666666666667, 10.0, 5.5, 5.5, 0.0, 0.0, 0.0, 18.0]","[5.375, 8.0, 6.0, 6.0, 0.0, 1.0, 0.0, 19.0]"
4/6/2020 2:00,"[5.375, 5.5, 1.5, 3.75, 8.75, 8.5, 0.0, 1.0]","[4.791666666666667, 2.0, 5.0, 9.0, 0.0, 5.0, 0.0, 2.0]","[4.741666666666667, 5.5, 3.25, 3.75, 5.75, 3.0, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[5.437500000000001, 5.5, 4.5, 3.5, 8.5, 4.5, 0.0, 5.0]","[4.6875, 7.0, 5.0, 2.5, 3.5, 8.5, 0.0, 6.0]",,"[4.833333333333333, 5.0, 7.0, 6.0, 0.0, 6.0, 0.0, 8.0]","[6.416666666666667, 9.0, 8.0, 5.0, 3.0, 7.0, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[6.3125, 6.75, 4.0, 7.5, 4.0, 4.75, 0.0, 11.0]","[5.166666666666667, 4.5, 9.5, 7.0, 0.0, 1.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[4.895833333333334, 6.5, 6.5, 5.5, 0.0, 3.0, 0.0, 14.0]","[4.104166666666667, 2.5, 2.0, 7.5, 0.0, 7.5, 0.0, 15.0]","[7.416666666666667, 10.0, 5.0, 6.5, 5.0, 9.5, 0.0, 16.0]",,"[6.041666666666667, 10.0, 10.0, 5.0, 0.0, 0.0, 0.0, 18]","[5.916666666666667, 7.5, 6.0, 7.5, 0.0, 4.0, 0.0, 19.0]"
4/6/2020 2:05,"[5.5, 4.5, 5.5, 4.25, 7.75, 7.0, 0.0, 1.0]","[4.633333333333333, 4.0, 4.5, 7.25, 0.0, 4.5, 0.0, 2.0]","[4.6875, 5.0, 3.5, 3.5, 6.5, 3.0, 0.0, 3.0]","[7.333333333333334, 10.0, 8.0, 8.0, 0.0, 10.0, 0.0, 4.0]","[5.437500000000001, 5.5, 4.5, 3.5, 8.5, 4.5, 0.0, 5.0]","[5.220833333333333, 6.75, 5.5, 3.75, 3.75, 9.0, 0.0, 6.0]",,"[4.395833333333334, 4.0, 7.5, 5.5, 0.0, 5.5, 0.0, 8.0]","[6.520833333333334, 8.0, 8.5, 5.0, 4.5, 7.5, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[6.3125, 6.75, 4.0, 7.5, 4.0, 4.75, 0.0, 11.0]","[5.166666666666667, 4.5, 9.5, 7.0, 0.0, 1.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[4.895833333333334, 6.5, 6.5, 5.5, 0.0, 3.0, 0.0, 14.0]","[4.104166666666667, 2.5, 2.0, 7.5, 0.0, 7.5, 0.0, 15.0]","[7.416666666666667, 10.0, 5.0, 6.5, 5.0, 9.5, 0.0, 16.0]",,"[6.041666666666667, 10.0, 10.0, 5.0, 0.0, 0.0, 0.0, 18]","[5.333333333333334, 7.0, 6.0, 6.0, 0.0, 7.0, 0.0, 19.0]"
4/6/2020 2:10,"[5.5, 4.5, 5.5, 4.25, 7.75, 7.0, 0.0, 1.0]","[5.570833333333333, 7.75, 4.0, 7.0, 0.0, 4.5, 0.0, 2.0]","[4.6875, 5.0, 3.5, 3.5, 6.5, 3.0, 0.0, 3.0]","[5.604166666666667, 7.5, 9.0, 5.0, 0.0, 10.0, 0.0, 4.0]","[5.437500000000001, 5.5, 4.5, 3.5, 8.5, 4.5, 0.0, 5.0]","[5.354166666666667, 7.0, 5.0, 4.0, 4.0, 8.5, 0.0, 6.0]",,"[4.395833333333334, 4.0, 7.5, 5.5, 0.0, 5.5, 0.0, 8.0]","[5.875, 7.0, 8.0, 5.0, 3.0, 8.0, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[5.958333333333334, 6.0, 3.0, 7.0, 5.0, 4.0, 0.0, 11.0]","[5.166666666666667, 4.5, 9.5, 7.0, 0.0, 1.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[6.270833333333334, 8.0, 6.5, 8.0, 0.0, 3.0, 0.0, 14.0]","[3.6875, 2.5, 2.0, 6.5, 0.0, 6.5, 0.0, 15.0]","[7.416666666666667, 10.0, 5.0, 6.5, 5.0, 9.5, 0.0, 16.0]",,"[5.291666666666667, 5.0, 8.0, 7.5, 0.0, 0.5, 0.0, 18.0]","[5.333333333333334, 7.0, 6.0, 6.0, 0.0, 7.0, 0.0, 19.0]"
4/6/2020 2:15,"[5.5, 4.5, 5.5, 4.25, 7.75, 7.0, 0.0, 1.0]","[5.945833333333334, 7.75, 4.0, 8.0, 0.0, 4.5, 0.0, 2.0]","[5.075, 4.5, 5.75, 3.75, 7.25, 3.0, 0.0, 3.0]","[5.604166666666667, 7.5, 9.0, 5.0, 0.0, 10.0, 0.0, 4.0]","[5.437500000000001, 5.5, 4.5, 3.5, 8.5, 4.5, 0.0, 5.0]","[5.854166666666667, 7.0, 6.0, 5.0, 4.0, 8.5, 0.0, 6.0]",,"[4.395833333333334, 4.0, 7.5, 5.5, 0.0, 5.5, 0.0, 8.0]","[6.625, 8.5, 8.5, 6.0, 2.5, 7.5, 0.0, 9.0]","[3.375, 5.0, 1.0, 4.0, 0.0, 7.0, 0.0, 10.0]","[5.958333333333334, 6.0, 3.0, 7.0, 5.0, 4.0, 0.0, 11.0]","[5.166666666666667, 4.5, 9.5, 7.0, 0.0, 1.0, 0.0, 12.0]","[7.25, 9.0, 7.0, 10.0, 0.0, 0.0, 0.0, 13]","[6.270833333333334, 8.0, 6.5, 8.0, 0.0, 3.0, 0.0, 14.0]","[3.104166666666667, 3.5, 2.5, 4.0, 0.0, 6.5, 0.0, 15.0]","[7.416666666666667, 10.0, 5.0, 6.5, 5.0, 9.5, 0.0, 16.0]",,"[5.458333333333333, 7.0, 6.0, 7.0, 0.0, 1.0, 0.0, 18.0]","[5.333333333333334, 7.0, 6.0, 6.0, 0.0, 7.0, 0.0, 19.0]"
